key	en	zh-CN	zh-TW	de	fr	ko	ja	es	pt-BR	ru	tr
Expected file: %s\\prefabs.tsv. It is part of the download (bin64\\cdmodkit\\prefabs.tsv). Mod managers such as DMM install only cdmodkit.asi and skip this folder.	Expected file: %s\\prefabs.tsv. It is part of the download (bin64\\cdmodkit\\prefabs.tsv). Mod managers such as DMM install only cdmodkit.asi and skip this folder.	所需文件：%s\\prefabs.tsv。它包含在下载包中（bin64\\cdmodkit\\prefabs.tsv）。DMM 等模组管理器只安装 cdmodkit.asi，会跳过此文件夹。	所需檔案：%s\\prefabs.tsv。它包含在下載包中（bin64\\cdmodkit\\prefabs.tsv）。DMM 等模組管理器只安裝 cdmodkit.asi，會跳過此資料夾。	Erwartete Datei: %s\prefabs.tsv. Sie ist im Download enthalten (bin64\cdmodkit\prefabs.tsv). Mod-Manager wie DMM installieren nur cdmodkit.asi und lassen diesen Ordner aus.	Fichier attendu : %s\prefabs.tsv. Il fait partie du téléchargement (bin64\cdmodkit\prefabs.tsv). Les gestionnaires de mods comme DMM installent uniquement cdmodkit.asi et omettent ce dossier.	필요한 파일: %s\prefabs.tsv. 다운로드에 포함되어 있습니다(bin64\cdmodkit\prefabs.tsv). DMM 같은 모드 관리자는 cdmodkit.asi만 설치하고 이 폴더는 건너뜁니다.	必要なファイル: %s\prefabs.tsv。ダウンロードに含まれています（bin64\cdmodkit\prefabs.tsv）。DMM などのMOD管理ツールは cdmodkit.asi のみをインストールし、このフォルダーを省略します。	Archivo esperado: %s\prefabs.tsv. Se incluye en la descarga (bin64\cdmodkit\prefabs.tsv). Los gestores de mods como DMM solo instalan cdmodkit.asi y omiten esta carpeta.	Arquivo necessário: %s\prefabs.tsv. Ele está incluído no download (bin64\cdmodkit\prefabs.tsv). Gerenciadores de mods como o DMM instalam apenas cdmodkit.asi e ignoram esta pasta.	Нужный файл: %s\prefabs.tsv. Он входит в загрузку (bin64\cdmodkit\prefabs.tsv). Менеджеры модов, например DMM, устанавливают только cdmodkit.asi и пропускают эту папку.	Gerekli dosya: %s\prefabs.tsv. İndirmeye dahildir (bin64\cdmodkit\prefabs.tsv). DMM gibi mod yöneticileri yalnızca cdmodkit.asi dosyasını kurar ve bu klasörü atlar.
Fix: open the World Builder zip, copy the folder 'cdmodkit' from its bin64 folder into <game>\\bin64\\ next to cdmodkit.asi, then restart the game.	Fix: open the World Builder zip, copy the folder 'cdmodkit' from its bin64 folder into <game>\\bin64\\ next to cdmodkit.asi, then restart the game.	解决方法：打开 World Builder 压缩包，将 bin64 文件夹中的“cdmodkit”文件夹复制到 <game>\\bin64\\（与 cdmodkit.asi 放在一起），然后重启游戏。	解決方法：打開 World Builder 壓縮包，將 bin64 資料夾中的“cdmodkit”資料夾複製到 <game>\\bin64\\（與 cdmodkit.asi 放在一起），然後重啟遊戲。	Lösung: Öffne das World Builder-ZIP, kopiere den Ordner 'cdmodkit' aus dem bin64-Ordner nach <game>\bin64\ neben cdmodkit.asi und starte das Spiel neu.	Solution : ouvrez l’archive World Builder, copiez le dossier 'cdmodkit' de son dossier bin64 vers <game>\bin64\ à côté de cdmodkit.asi, puis redémarrez le jeu.	해결 방법: World Builder ZIP을 열고 bin64 폴더의 'cdmodkit' 폴더를 <game>\bin64\의 cdmodkit.asi 옆에 복사한 다음 게임을 다시 시작하세요.	対処方法: World Builder の ZIP を開き、bin64 フォルダー内の 'cdmodkit' フォルダーを <game>\bin64\ の cdmodkit.asi と同じ場所にコピーして、ゲームを再起動してください。	Solución: abre el ZIP de World Builder, copia la carpeta 'cdmodkit' de su carpeta bin64 a <game>\bin64\ junto a cdmodkit.asi y reinicia el juego.	Solução: abra o ZIP do World Builder, copie a pasta 'cdmodkit' de dentro da pasta bin64 para <game>\bin64\, ao lado de cdmodkit.asi, e reinicie o jogo.	Решение: откройте ZIP World Builder, скопируйте папку 'cdmodkit' из папки bin64 в <game>\bin64\ рядом с cdmodkit.asi и перезапустите игру.	Çözüm: World Builder ZIP dosyasını açın, bin64 klasöründeki 'cdmodkit' klasörünü <game>\bin64\ içine, cdmodkit.asi dosyasının yanına kopyalayın ve oyunu yeniden başlatın.
Game build %s - a patch moves the game's functions; report that build number so the signatures can be updated.	Game build %s - a patch moves the game's functions; report that build number so the signatures can be updated.	游戏版本 %s：游戏补丁移动了相关函数。请提供此版本号，以便更新特征码。	遊戲版本 %s：遊戲補丁移動了相關函數。請提供此版本號，以便更新特征碼。	Spielversion %s – ein Patch verschiebt die Spielfunktionen; gib diese Buildnummer an, damit die Signaturen aktualisiert werden können.	Version du jeu %s – un correctif déplace les fonctions du jeu ; indiquez ce numéro de build afin de mettre à jour les signatures.	게임 빌드 %s - 패치로 게임 함수 위치가 바뀝니다. 시그니처를 갱신할 수 있도록 이 빌드 번호를 알려 주세요.	ゲームビルド %s - パッチでゲーム関数の位置が変わります。シグネチャを更新できるよう、このビルド番号を報告してください。	Versión del juego %s: un parche cambia la ubicación de las funciones del juego; indica ese número de compilación para actualizar las firmas.	Versão do jogo %s - uma atualização muda a localização das funções do jogo; informe esse número de compilação para que as assinaturas possam ser atualizadas.	Сборка игры %s — после патча расположение игровых функций меняется; сообщите номер сборки, чтобы можно было обновить сигнатуры.	Oyun sürümü %s - bir yama oyun işlevlerinin yerini değiştirir; imzaların güncellenebilmesi için bu derleme numarasını bildirin.
Game functions not resolved: %s	Game functions not resolved: %s	未能识别游戏函数：%s	未能識別遊戲函數：%s	Spielfunktionen nicht aufgelöst: %s	Fonctions du jeu non résolues : %s	게임 함수를 확인할 수 없음: %s	ゲーム関数を解決できません: %s	No se resolvieron las funciones del juego: %s	Funções do jogo não resolvidas: %s	Не удалось определить игровые функции: %s	Oyun işlevleri çözümlenemedi: %s
Go	Go	前往	前往	Los	Aller	이동	移動	Ir	Ir	Перейти	Git
How each copy is turned. The line runs from left to right in front of you.	How each copy is turned. The line runs from left to right in front of you.	设置每个副本的朝向。直线会从你面前由左向右延伸。	設定每個副本的朝向。直線會從你面前由左向右延伸。	So wird jede Kopie gedreht. Die Linie verläuft vor dir von links nach rechts.	Orientation de chaque copie. La ligne va de gauche à droite devant vous.	각 복사본의 방향입니다. 선은 사용자 앞에서 왼쪽에서 오른쪽으로 이어집니다.	各コピーの向きです。線は目の前で左から右へ伸びます。	Orientación de cada copia. La línea va de izquierda a derecha delante de ti.	Orientação de cada cópia. A linha vai da esquerda para a direita à sua frente.	Направление каждой копии. Линия проходит перед вами слева направо.	Her kopyanın yönü. Çizgi önünüzde soldan sağa uzanır.
How each copy on the ring is turned.	How each copy on the ring is turned.	设置圆环上每个副本的朝向。	設定圓環上每個副本的朝向。	So wird jede Kopie auf dem Ring gedreht.	Orientation de chaque copie sur l’anneau.	원형 배치에 있는 각 복사본의 방향입니다.	リング上の各コピーの向きです。	Orientación de cada copia en el círculo.	Orientação de cada cópia no círculo.	Направление каждой копии на кольце.	Halka üzerindeki her kopyanın yönü.
KEYS: game	KEYS: game	按键：游戏	按鍵：遊戲	TASTEN: Spiel	TOUCHES : jeu	키: 게임	キー操作: ゲーム	TECLAS: juego	TECLAS: jogo	КЛАВИШИ: игра	TUŞLAR: oyun
Line / circle: many copies of the selected prefab at once	Line / circle: many copies of the selected prefab at once	直线 / 圆环：一次放置多个所选预制件	直線 / 圓環：一次放置多個所選預製件	Linie / Kreis: viele Kopien des ausgewählten Prefabs auf einmal	Ligne / cercle : placer plusieurs copies du prefab sélectionné à la fois	선 / 원: 선택한 프리팹을 한 번에 여러 개 배치	線 / 円: 選択したプレハブを一度に複数配置	Línea / círculo: coloca varias copias del prefab seleccionado a la vez	Linha / círculo: várias cópias do prefab selecionado de uma só vez	Линия / круг: разместить сразу много копий выбранного префаба	Çizgi / daire: seçili prefab'ın birçok kopyasını aynı anda yerleştir
MOUSE: World Builder	MOUSE: World Builder	鼠标：World Builder	滑鼠：World Builder	MAUS: World Builder	SOURIS : World Builder	마우스: World Builder	マウス: World Builder	RATÓN: World Builder	CONTROLES DO MOUSE: World Builder	МЫШЬ: World Builder	FARE: World Builder
MOUSE: game	MOUSE: game	鼠标：游戏	滑鼠：遊戲	MAUS: Spiel	SOURIS : jeu	마우스: 게임	マウス: ゲーム	RATÓN: juego	MOUSE: jogo	МЫШЬ: игра	FARE: oyun
No prefab list loaded: %s\\prefabs.tsv is missing. Mod managers such as DMM install only the .asi: copy the 'cdmodkit' folder from the zip into bin64 by hand (next to cdmodkit.asi) and restart the game.	No prefab list loaded: %s\\prefabs.tsv is missing. Mod managers such as DMM install only the .asi: copy the 'cdmodkit' folder from the zip into bin64 by hand (next to cdmodkit.asi) and restart the game.	未加载预制件列表：找不到 %s\\prefabs.tsv。DMM 等模组管理器只安装 .asi 文件：请手动将压缩包中的“cdmodkit”文件夹复制到 bin64（与 cdmodkit.asi 放在一起），然后重启游戏。	未載入預製件列表：找不到 %s\\prefabs.tsv。DMM 等模組管理器只安裝 .asi 檔案：請手動將壓縮包中的“cdmodkit”資料夾複製到 bin64（與 cdmodkit.asi 放在一起），然後重啟遊戲。	Keine Prefab-Liste geladen: %s\prefabs.tsv fehlt. Mod-Manager wie DMM installieren nur die .asi-Datei: Kopiere den Ordner 'cdmodkit' aus dem ZIP manuell nach bin64 (neben cdmodkit.asi) und starte das Spiel neu.	Aucune liste de prefabs chargée : %s\prefabs.tsv est introuvable. Les gestionnaires de mods comme DMM n’installent que le .asi : copiez manuellement le dossier 'cdmodkit' de l’archive dans bin64 (à côté de cdmodkit.asi), puis redémarrez le jeu.	프리팹 목록을 불러오지 못함: %s\prefabs.tsv 파일이 없습니다. DMM 같은 모드 관리자는 .asi만 설치합니다. ZIP의 'cdmodkit' 폴더를 bin64에 직접 복사해 cdmodkit.asi 옆에 둔 다음 게임을 다시 시작하세요.	プレハブリストを読み込めません: %s\prefabs.tsv がありません。DMM などのMOD管理ツールは .asi のみをインストールします。ZIP 内の 'cdmodkit' フォルダーを bin64 に手動でコピーし、cdmodkit.asi の隣に置いてゲームを再起動してください。	No se cargó la lista de prefabs: falta %s\prefabs.tsv. Los gestores de mods como DMM solo instalan el .asi: copia manualmente la carpeta 'cdmodkit' del ZIP a bin64 (junto a cdmodkit.asi) y reinicia el juego.	Lista de prefabs não carregada: %s\prefabs.tsv não foi encontrado. Gerenciadores de mods como o DMM instalam apenas o .asi: copie manualmente a pasta 'cdmodkit' do ZIP para bin64 (ao lado de cdmodkit.asi) e reinicie o jogo.	Список префабов не загружен: отсутствует %s\prefabs.tsv. Менеджеры модов, например DMM, устанавливают только .asi: вручную скопируйте папку 'cdmodkit' из ZIP в bin64 (рядом с cdmodkit.asi) и перезапустите игру.	Prefab listesi yüklenmedi: %s\prefabs.tsv bulunamadı. DMM gibi mod yöneticileri yalnızca .asi dosyasını kurar: ZIP içindeki 'cdmodkit' klasörünü elle bin64 klasörüne (cdmodkit.asi dosyasının yanına) kopyalayın ve oyunu yeniden başlatın.
Prefab list not found: the browser and the search stay empty.	Prefab list not found: the browser and the search stay empty.	未找到预制件列表：浏览器和搜索结果将保持为空。	未找到預製件列表：瀏覽器和搜索結果將保持為空。	Prefab-Liste nicht gefunden: Browser und Suche bleiben leer.	Liste de prefabs introuvable : le navigateur et la recherche resteront vides.	프리팹 목록을 찾을 수 없어 브라우저와 검색 결과가 비어 있습니다.	プレハブリストが見つかりません。ブラウザーと検索結果は空のままです。	No se encontró la lista de prefabs: el explorador y la búsqueda quedan vacíos.	Lista de prefabs não encontrada: o navegador e a busca ficam vazios.	Список префабов не найден: браузер и поиск останутся пустыми.	Prefab listesi bulunamadı: göz atma ve arama sonuçları boş kalacak.
